date,open,high,low,close,volume
2016-07-22,12.76,15.11,12.73,14.83,2951556
2016-07-21,12.53,13.09,12.1,12.76,922012
2016-07-20,11.7,13,11.22,12.5,499763
2016-07-19,11.08,11.98,11.07,11.75,92238
2016-07-18,11.27,11.93,11,11.05,157529
2016-07-17,11.81,11.92,11.02,11.33,143245
2016-07-16,11.98,12.4,11.79,11.8,92465
2016-07-15,11.56,12.75,11.4,11.99,291417
2016-07-14,10.5,11.78,10.33,11.62,292789
2016-07-13,10.58,10.65,10.49,10.49,57989
2016-07-12,10.65,10.98,10.5,10.57,147187
2016-07-11,11,11.16,10.11,10.72,119046
2016-07-10,11.02,11.3,10.9,11.02,106486
2016-07-09,11.39,11.57,10.68,11.01,100015
2016-07-08,10.08,11.8,10.05,11.43,315742
2016-07-07,10.6,10.7,9.75,10.08,215027
2016-07-06,10.6,11,10.24,10.61,151543
2016-07-05,11.45,11.48,9.31,10.6,365870
2016-07-04,11.94,11.99,11.41,11.48,63519
2016-07-03,12.16,12.16,11.65,12.02,140947
2016-07-02,12.28,12.45,12,12.09,142940
2016-07-01,12.48,12.54,11.8,12.34,236903
2016-06-30,12.7,13.06,12.19,12.49,158161
2016-06-29,12.16,13.13,11.62,12.74,331367
2016-06-28,14.06,14.25,11.52,12.23,518332
2016-06-27,14,14.59,13.85,14.1,142156
2016-06-26,14.39,14.49,13.6,14.02,104982
2016-06-25,14.55,14.74,14,14.37,148083
2016-06-24,13.98,14.8,13.25,14.55,469718
2016-06-23,13.18,14.5,12.68,13.81,475685
2016-06-22,13.3,15.89,13.07,13.18,896991
2016-06-21,11.44,13.89,11.2,13.89,445452
2016-06-20,12.35,12.74,10.8,11.81,409039
2016-06-19,11.55,13.4,10.72,12.35,356162
2016-06-18,15.64,15.74,10,11.64,941047
2016-06-17,20.99,22,13.75,15.65,1926202
2016-06-16,18.51,21.35,18.5,20.99,718803
2016-06-15,18.79,18.81,17.89,18.42,250770
2016-06-14,17.86,19.08,16.96,18.79,663776
2016-06-13,15.91,17.93,15.49,17.89,431525
2016-06-12,14.14,15.91,13.92,15.58,316773
2016-06-11,13.93,14.29,13.86,14.1,106892
2016-06-10,14.61,14.74,13.76,13.91,241199
2016-06-09,14.64,14.85,14.55,14.71,120975
2016-06-08,14.53,14.87,14.4,14.64,184713
2016-06-07,14.21,14.69,13.97,14.52,188992
2016-06-06,14.02,14.3,13.83,14.22,73119
2016-06-05,13.97,14.06,13.8,14.04,27420
2016-06-04,13.98,14.03,13.56,13.95,87188
2016-06-03,14.03,14.12,13.49,13.98,181796
2016-06-02,13.93,14.18,13.76,14.03,112913
2016-06-01,14.15,14.45,13.5,13.93,144719
2017-12-31,710.58,751,699,741.27,2554269952
2017-12-30,748.9,748.9,691.1,710.58,3187780096
2017-12-29,719.5,755,710.11,748.89,2648969984
2017-12-28,740,742.31,676.03,719.5,2389149952
2017-12-27,755.07,767,706,739.99,2100029952
2017-12-26,740.5,771,738.07,755.07,2201159936
2017-12-25,697.05,759.88,693.5,740.5,2491760128
2017-12-24,732.76,734.86,641.14,697.04,2300549888
2017-12-23,682.11,774.98,670,732.8,2480339968
2017-12-22,761.81,766.89,460,682.11,4977710080
2017-12-21,802.86,844.27,767.15,772.58,3569060096
2017-12-20,826.65,833.6,701,802.86,3969939968
2017-12-19,785.65,875,770.03,826.65,4096549888
2017-12-18,732.17,798.81,695,785.65,3249230080
2017-12-17,703.62,746.93,703,732.18,2147389952
2017-12-16,693.5,735,684,703.59,2165690112
2017-12-15,705.01,706,618,693.5,2758710016
2017-12-14,711.95,758.61,660.83,705.01,3821580032
2017-12-13,686.82,784.77,606,711.94,4524539904
2017-12-12,518,714,501.11,686.82,5179829760
2017-12-11,447.51,519.49,445.23,518,1771440000
2017-12-10,485.05,486.13,438,447.51,1404179968
2017-12-09,463.45,535.1,450,485.04,2003849984
2017-12-08,432.82,479.1,420.01,463.45,2336379904
2017-12-07,432.48,448.89,415.01,433.28,2129570048
2017-12-06,457.29,461.99,425.01,432.49,1998259968
2017-12-05,468.22,470,452,457.3,1216720000
2017-12-04,465,473,449.4,468.22,1005550016
2017-12-03,460.35,483.61,450,464.76,990556992
2017-12-02,463.82,474.96,451.21,460.34,943649984
2017-12-01,434,468.43,421.57,463.82,1247879936
2017-11-30,434.01,470,401.5,434,1903040000
2017-11-29,468.52,518.13,402.11,434.01,2675940096
2017-11-28,477.54,483,463.6,468.52,1346499968
2017-11-27,473.99,492.99,462.1,477.53,1396480000
2017-11-26,466.77,477.65,451.81,473.99,1197779968
2017-11-25,470.98,488,456,466.77,1422080000
2017-11-24,405.99,479.89,401,470.98,2292829952
2017-11-23,381.74,428.6,376.04,406.61,1845680000
2017-11-22,361.51,382.96,361,381.73,800819008
2017-11-21,368.25,372.99,350.5,361.51,949912000
2017-11-20,354.24,373.75,354.24,368.24,807027008
2017-11-19,346.6,374.7,344,354.59,1181529984
2017-11-18,332.31,349,328.22,346.6,649638976
2017-11-17,330.19,334.3,326.46,332.31,621732992
2017-11-16,331.81,334.8,321.93,330.21,797254016
2017-11-15,335.04,340.84,326,331.81,722665984
2017-11-14,315.56,336.91,315.5,335.04,1069680000
2017-11-13,307.11,319,306.5,315.56,1041889984
2017-11-12,315.7,316.55,301.04,307.1,1613479936
2017-11-11,298.04,319.94,297.67,315.69,842300992
2017-11-10,320.73,325.12,291.3,298.04,885985984
2017-11-09,307.92,329.47,307.01,320.72,893249984
2017-11-08,292.42,319.89,291,307.91,70463048
2017-11-07,297.32,304,287,292.42,43636082
2017-11-06,296.58,304.9,292,297.32,26748691
2017-11-05,301.74,302,295.64,296.57,16531108
2017-11-04,306,306,295,301.66,19588292
2017-11-03,285.4,308.06,285.4,306,37094850
2017-11-02,290.84,296,278.88,285.4,57546914
2017-11-01,303.51,305,289.51,290.82,33795611
2017-10-31,306.87,309.94,303.49,303.51,18614268
2017-10-30,303.39,309.69,302.53,306.87,13050260
2017-10-29,295.12,310,294.29,303.38,20699314
2017-10-28,297.48,297.9,293.51,295.11,8032599
2017-10-27,295.98,298.98,291.53,297.59,12137506
2017-10-26,296.76,299.95,293.81,295.98,13791188
2017-10-25,297,300.97,288.05,296.76,21914836
2017-10-24,285.82,311.7,280.3,296.99,51335018
2017-10-23,295.14,295.15,275.46,285.83,37200489
2017-10-22,300,306.55,291.81,295.14,18566372
2017-10-21,303.16,303.74,291.38,300,34962300
2017-10-20,308.02,311.53,302,303.15,28379387
2017-10-19,313.59,316.21,305.34,308.02,26026150
2017-10-18,316.32,316.53,287.4,313.59,52567405
2017-10-17,334.33,334.66,310.5,316.37,37071604
2017-10-16,336.89,350,330.84,334.36,46985270
2017-10-15,338.37,341,320,336.89,34790630
2017-10-14,335.85,347,332.46,338.37,30978450
2017-10-13,302.12,345,298.29,335.89,91676473
2017-10-12,302,307,300.3,302.12,34446514
2017-10-11,297.99,303,297.53,302,13496984
2017-10-10,297,305,290.23,297.99,26316987
2017-10-09,309.2,309.32,285.88,297,43218846
2017-10-08,311.12,313.6,308.62,309.2,13782281
2017-10-07,307.73,314.62,304.57,311.12,20696325
2017-10-06,294.89,308.5,294.21,307.73,29529771
2017-10-05,292,296.99,286.44,294.89,13194558
2017-10-04,292.36,295,289.62,292,12358608
2017-10-03,296.78,299,287.65,292.36,17527274
2017-10-02,303.25,303.5,293.73,296.72,18571111
2017-10-01,301.57,303.25,295.75,303.25,13014277
2017-09-30,291.88,304.69,291.25,301.57,18724180
2017-09-29,302.33,302.6,278,291.88,48244845
2017-09-28,309.86,310,298.1,302.33,28679326
2017-09-27,288.77,312.75,288.25,309.85,37768236
2017-09-26,294.41,295.48,286,288.77,18502938
2017-09-25,283.21,296.7,282.66,294.41,26495722
2017-09-24,286.03,294.89,276.23,283.21,27030129
2017-09-23,263.88,286.63,260.02,286.03,22687900
2017-09-22,258.11,272,254.01,263.88,31789096
2017-09-21,283.55,286.99,252.55,258.11,54473857
2017-09-20,282.94,293.71,278.04,283.55,30888519
2017-09-19,298,301,275.25,282.8,48898382
2017-09-18,259.66,303.78,259.65,298,88848998
2017-09-17,255.85,272,240.15,259.66,33104313
2017-09-16,260.87,278,247.1,255.84,49209033
2017-09-15,223.85,270,202.25,260.88,174165836
2017-09-14,275.71,280.75,221.3,223.85,115869909
2017-09-13,294.5,294.5,256.41,275.71,90813360
2017-09-12,298.47,316.19,286,294.5,56748383
2017-09-11,300.34,307.97,288,298.47,39357150
2017-09-10,305,306.5,285,300.33,37048709
2017-09-09,307.96,313.87,294,304.99,29687727
2017-09-08,335.56,335.56,292.71,307.96,92121615
2017-09-07,339.38,339.38,323.26,335.56,34524091
2017-09-06,320.09,345,319.3,339.38,66152289
2017-09-05,316.87,325,290,320.08,101496088
2017-09-04,353.06,353.15,285,316.86,145189054
2017-09-03,354.88,372,344,353.06,48456779
2017-09-02,392.87,393.76,333,354.87,103928293
2017-09-01,389.2,396.88,386.98,392.87,63103565
2017-08-31,384.1,389.97,381.2,389.2,46308573
2017-08-30,372.48,392,368.3,384.1,63300064
2017-08-29,347.54,374.91,347.54,372.48,64349272
2017-08-28,348.2,349.99,336.35,347.54,38754185
2017-08-27,332.99,348.2,332.44,348.2,32983245
2017-08-26,330.14,334.51,325.1,332.99,21390945
2017-08-25,324.56,336.99,324.38,330.14,39084284
2017-08-24,317.5,328,316,324.56,25237461
2017-08-23,314.19,324.61,313.72,317.5,32586295
2017-08-22,322,329.97,292,314.19,62425154
2017-08-21,297.79,344.34,295.27,322,100420530
2017-08-20,293.58,298.5,289.5,297.79,16414483
2017-08-19,292.86,298.7,287,293.58,19967257
2017-08-18,300.66,306.09,287,292.87,38701599
2017-08-17,300.45,309.41,298,300.67,35454405
2017-08-16,286.71,303.9,280,300.45,37715489
2017-08-15,299.16,299.18,267,286.71,61200830
2017-08-14,296.67,309.35,294.96,299.16,34814147
2017-08-13,308.35,309.95,287,296.66,58142097
2017-08-12,309.65,319.7,303.61,308.35,54165378
2017-08-11,300.51,310,295.79,309.65,40731361
2017-08-10,295.26,309.8,288.34,300.51,46409863
2017-08-09,295.95,314.71,276.55,295.26,137357905
2017-08-08,269.89,299.45,267,295.95,79100628
2017-08-07,263.97,274.81,257.1,269.9,45536718
2017-08-06,251.86,273,250.99,263.96,63126298
2017-08-05,220.72,258.98,219.54,251.85,80624992
2017-08-04,224,226.82,219.51,220.72,21758357
2017-08-03,217.92,227.53,217.35,224,25350976
2017-08-02,225.73,228.8,215.37,217.92,32664029
2017-08-01,200.83,232.73,200.82,225.73,98331148
2017-07-31,196.95,201.98,190.78,200.82,23669047
2017-07-30,205.89,209.9,193.26,196.95,20710080
2017-07-29,190.99,209.77,178.03,205.9,56207406
2017-07-28,202.95,203.95,189.34,190.72,32525961
2017-07-27,203.23,205,198.85,202.94,25472420
2017-07-26,203.78,209.89,193.4,203.23,43109757
2017-07-25,225.97,226.59,193,203.78,74908713
2017-07-24,228.27,229.99,224,225.96,16941577
2017-07-23,230.69,234.35,221.2,228.31,26259303
2017-07-22,216.58,237.67,215.1,230.69,41425926
2017-07-21,226.23,238,208.5,216.6,62793423
2017-07-20,194.74,237,194.74,226.06,139353557
2017-07-19,227.01,243.9,186.01,194.74,149901115
2017-07-18,190.87,249.4,176.51,227.01,197817195
2017-07-17,155.69,191.5,153.25,190.87,120668587
2017-07-16,168.22,172.3,130.26,155.68,94886649
2017-07-15,197.23,198.97,167,167.72,43844524
2017-07-14,205,206.99,183.12,197.23,42036419
2017-07-13,224.01,227,193.07,205,46469400
2017-07-12,190.57,228.88,181,224.04,93538268
2017-07-11,201.65,216.5,175.56,190.57,100290512
2017-07-10,238.4,240.33,185.39,202.86,80617984
2017-07-09,246.65,253.31,236,238.81,17073005
2017-07-08,241.27,249.5,231.25,246.64,33418487
2017-07-07,266.01,266.97,235.01,241.28,42734790
2017-07-06,266.27,275,261.59,266.01,23089136
2017-07-05,269.18,274.97,252.67,266.27,43567097
2017-07-04,276.37,282.83,265,269.2,23797549
2017-07-03,285,285,273.07,276.37,28721752
2017-07-02,263.12,293.73,255.7,285,45022020
2017-07-01,280.03,281.98,253.23,263.12,47108479
2017-06-30,292.95,306.5,270.5,280.04,65064214
2017-06-29,315.32,322.9,286.22,292.95,59762679
2017-06-28,287.27,323.69,260.11,315.32,126555889
2017-06-27,252.97,288.51,211,287.23,134813411
2017-06-26,278.49,293,206.5,252.99,144768468
2017-06-25,304.5,310,251.3,278.49,73387963
2017-06-24,326.98,330.7,295.55,304.5,40085903
2017-06-23,320.02,332.95,316.66,326.99,25329953
2017-06-22,327.36,336.68,305,320.02,47743464
2017-06-21,352,352,13,325.41,102661648
2017-06-20,358.71,365.79,325,350.94,73411384
2017-06-19,351.84,362.5,346.88,358.71,36986947
2017-06-18,368.99,381.66,340.11,351.85,55091969
2017-06-17,354.26,369,341.65,368.98,53182932
2017-06-16,343.71,364,314,354.26,90818448
2017-06-15,341.7,356.29,253,343.71,257954011
2017-06-14,388,394.47,315,341.7,127677914
2017-06-13,397.36,400,363.71,388,94706920
2017-06-12,343.29,420,306.11,397.37,212583016
2017-06-11,340.13,355,317.05,343.01,86248835
2017-06-10,279.39,358.46,278.03,340.2,144327469
2017-06-09,258.64,279.39,258.63,279.38,53407678
2017-06-08,255.61,261,250,258.64,35441956
2017-06-07,264.5,265.63,244.98,255.68,55850228
2017-06-06,247.99,269.36,247,264.22,84882525
2017-06-05,245.48,248.98,241.2,248,36707224
2017-06-04,224.95,249.04,224,245.5,52288309
2017-06-03,221.95,227.5,218.56,224.95,24808836
2017-06-02,221.84,229.75,216.5,222.04,36945236
2017-06-01,229.15,238.97,206.02,221.91,76695203
2017-05-31,228.67,234.76,215.42,229.14,80372688
2017-05-30,194.89,233.09,185,228.69,102637444
2017-05-29,175.48,199,167,194.82,42653501
2017-05-28,159.71,185,159.59,175.48,41420299
2017-05-27,163.78,172,115.67,159.91,74397488
2017-05-26,181.4,199.99,140,163.8,72505742
2017-05-25,196.05,217.85,162.04,181.51,78568056
2017-05-24,169.9,202,167.7,196.06,70868044
2017-05-23,160.38,177.9,155.7,169.95,45796087
2017-05-22,148.86,184.22,131.22,160.1,103143785
2017-05-21,123.56,148.97,122,148.78,47356674
2017-05-20,125.04,129.34,121,123.63,24849630
2017-05-19,96.2,129.98,96.18,125.14,60646848
2017-05-18,86.88,96.2,86.5,96.2,16703495
2017-05-17,87.97,89.98,82.5,86.88,13274569
2017-05-16,91,92.3,87.08,87.98,11193080
2017-05-15,89.42,94.7,89.28,91,11953578
2017-05-14,88.38,89.94,87.13,89.39,4741335
2017-05-13,85.19,88.74,82,88.42,7848513
2017-05-12,88.3,90.3,82.2,85.17,10294413
2017-05-11,88.36,90.99,87.01,88.3,10173131
2017-05-10,86.77,91.98,85.39,88.36,12651120
2017-05-09,89.25,90.08,75.89,86.58,23746556
2017-05-08,93.83,94.74,85.1,89.25,19011232
2017-05-07,95.74,97.95,90,93.82,13637581
2017-05-06,91.94,96.42,91.94,95.84,10683860
2017-05-05,95.98,98.98,89,91.93,21729494
2017-05-04,81.19,96.66,80.31,95.97,33250438
2017-05-03,77.55,81.4,75.89,81.29,17712847
2017-05-02,79.05,83.07,75.54,77.55,16241529
2017-05-01,80.72,85.21,72.24,79.35,33159016
2017-04-30,70.37,82.9,70,80.87,22015725
2017-04-29,73.17,74.89,68.24,70.4,17131206
2017-04-28,63.65,74.9,62.5,73.14,32282094
2017-04-27,53.4,63.99,52.66,63.67,19554712
2017-04-26,50.28,54.85,50.25,53.42,10044563
2017-04-25,50.11,50.75,50,50.31,3854350
2017-04-24,48.95,50.44,48.94,50.12,4386803
2017-04-23,48.58,49,48.25,48.96,2621955
2017-04-22,48.38,49.08,48.22,48.61,2897593
2017-04-21,49.39,49.49,48.24,48.37,3702530
2017-04-20,47.71,49.5,47.6,49.38,4627647
2017-04-19,49.85,50.32,47.25,47.78,4959946
2017-04-18,47.94,49.93,47.7,49.79,4051910
2017-04-17,48.19,48.29,47.5,47.94,2598875
2017-04-16,48.93,49.25,47.5,48.13,2039220
2017-04-15,47.19,74.98,46.78,48.94,2137699
2017-04-14,49.86,50,46.52,47.2,4016342
2017-04-13,46.48,51.11,46.22,49.77,8718758
2017-04-12,43.84,47.88,43.58,46.48,5780206
2017-04-11,43.92,44.5,43.55,43.83,2410387
2017-04-10,43.93,44.64,42.72,43.92,2744693
2017-04-09,44.51,44.74,42.72,43.92,2481480
2017-04-08,42.32,45.5,42.31,44.45,3494837
2017-04-07,43.3,44.64,41.57,42.32,4503144
2017-04-06,44.97,45.97,41.1,43.3,7450631
2017-04-05,44.45,47.63,44.2,44.78,6852460
2017-04-04,44.38,46.25,41.45,44.47,9440492
2017-04-03,48.74,48.97,42.39,44.26,14343604
2017-04-02,50.72,51.19,48.14,48.74,7315045
2017-04-01,50.17,51.85,48.85,50.71,4586466
2017-03-31,51.87,52.41,46.98,50.18,12392352
2017-03-30,53.11,53.34,51.52,51.87,6921377
2017-03-29,50.29,53.97,50.11,53.11,12364061
2017-03-28,48.97,50.44,48.51,50.3,7473675
2017-03-27,50.74,51.71,48.28,48.97,8221035
2017-03-26,50.61,51.5,48.51,50.68,7061042
2017-03-25,52.93,53.4,47.29,50.5,13901337
2017-03-24,42.92,53.44,42.5,52.93,21763016
2017-03-23,41.33,43.97,40.33,42.98,7549093
2017-03-22,42.38,42.59,38.26,41.37,8866046
2017-03-21,42.38,43.68,41.76,42.37,6474856
2017-03-20,43.21,45.25,40.86,42.32,9687302
2017-03-19,33.91,45.64,33.78,43.21,19770131
2017-03-18,44.65,45,30.7,33.64,19115896
2017-03-17,45.97,57.67,35.04,44.62,31507565
2017-03-16,35.69,47.03,35.65,45.96,33547491
2017-03-15,28.69,35.86,28.5,35.65,14531368
2017-03-14,28.64,30,27.16,28.69,6468247
2017-03-13,23.38,31.1,23.38,28.64,17910224
2017-03-12,21.67,24.25,21.33,23.39,6162259
2017-03-11,19.21,21.89,18.91,21.65,4945618
2017-03-10,17.82,19.7,17.01,19.2,5908685
2017-03-09,16.66,18.29,16.2,17.82,3234936
2017-03-08,18.96,18.96,16.65,16.67,4647496
2017-03-07,19.68,19.77,18.59,18.96,2954499
2017-03-06,19.39,20.24,19.17,19.67,2748961
2017-03-05,18.65,19.45,18.18,19.4,2418928
2017-03-04,19.61,20.4,18.65,18.65,2770905
2017-03-03,19.27,21.49,18.2,19.67,8165863
2017-03-02,17.46,19.99,16.88,19.27,6768934
2017-03-01,15.76,17.58,15.68,17.37,4428620
2017-02-28,15.66,16.94,15.21,16.24,5559618
2017-02-27,14.74,16.32,14.37,15.66,3541979
2017-02-26,13.64,14.84,13.4,14.74,1473396
2017-02-25,13.18,13.87,13.06,13.65,1314986
2017-02-24,13.22,13.33,12.81,13.19,1853960
2017-02-23,12.74,13.37,12.73,13.21,1321159
2017-02-22,12.83,12.99,12.68,12.75,1024361
2017-02-21,12.59,12.87,12.3,12.83,1245870
2017-02-20,12.9,12.95,12.56,12.61,884579
2017-02-19,12.87,12.95,12.79,12.9,445566
2017-02-18,12.77,12.93,12.77,12.89,586624
2017-02-17,12.92,12.95,12.71,12.75,1211123
2017-02-16,12.98,13.03,12.62,12.89,760136
2017-02-15,13.16,13.2,12.66,12.98,1524293
2017-02-14,11.42,14.7,11.39,13.15,3381246
2017-02-13,11.5,11.54,11.21,11.43,570323
2017-02-12,11.51,11.54,11.4,11.5,267893
