date,open,high,low,close,volume
2020-09-14,366.58,384.61,355.66,377.28,17536695361
2020-09-13,387.82,390.41,353.58,366.58,15005899191
2020-09-12,373.93,388.25,364.88,387.81,13295405814
2020-09-11,367.94,375.38,355.81,373.93,27296269329
2020-09-10,351.11,377.79,350.23,368.06,31421134556
2020-09-09,337.48,359.41,330.6,351.1,14547933520
2020-09-08,353.71,357.01,325.36,337.48,17991403432
2020-09-07,352.85,358.66,323.17,353.71,21763614732
2020-09-06,335.25,360.61,316.43,352.77,27643678917
2020-09-05,389.2,394.38,310,335.25,29880047640
2020-09-04,382.15,400.5,359,388.96,16747106257
2020-09-03,439.99,451,370,382.87,19622845896
2020-09-02,475.57,481.2,420.58,440.02,19691854014
2020-09-01,433.88,488.95,429.66,475.57,18862763756
2020-08-31,428.92,439,418.16,433.89,12774741797
2020-08-30,398.57,429.9,398.24,428.94,11211948040
2020-08-29,395.35,405.82,392.34,398.58,8777703481
2020-08-28,383.27,398.16,379.67,395.47,9120674421
2020-08-27,386.12,397.15,371.5,383.25,10457777652
2020-08-26,383.26,393.5,377.56,386.1,9967343483
2020-08-25,407.76,409.31,369.36,383.33,12428442042
2020-08-24,390.78,411.97,387.72,407.76,10328860398
2020-08-23,395.52,400,383.67,390.9,8137303970
2020-08-22,388,399.73,379.53,395.62,10131847985
2020-08-21,415.92,418.92,385,388.05,11781796374
2020-08-20,407.6,419.58,402.3,415.92,10043032427
2020-08-19,422.31,426.97,393.75,407.59,13137391167
2020-08-18,431.5,434.27,414.44,422.31,11978984079
2020-08-17,433.71,447.5,420.5,431.5,13227089410
2020-08-16,432.67,437,412.51,433.7,12168816874
2020-08-15,438.83,443.33,428,432.55,12416067894
2020-08-14,425,445.45,417.52,438.83,15064589987
2020-08-13,387.27,432.94,376.46,424.94,18480303526
2020-08-12,378.92,389.57,365.19,387.27,12408772745
2020-08-11,395.77,398.3,364.77,378.88,12792218737
2020-08-10,390.41,400.21,385.44,395.78,11685827893
2020-08-09,397.5,401,384.02,390.41,9451065592
2020-08-08,379.76,400.06,376.18,397.51,9342060531
2020-08-07,395.28,398.57,362.88,379.75,12751687084
2020-08-06,401.21,404.03,391,395.28,11304626458
2020-08-05,389.76,408,383.86,401.21,12875466638
2020-08-04,386.27,403.64,380.67,389.82,14086704221
2020-08-03,372.19,399.69,366.34,386.22,12834648062
2020-08-02,387.4,415,325.75,372.21,18909744275
2020-08-01,346.86,394,343.75,387.4,14045259477
2020-07-31,335.25,349.74,328.35,346.86,12030600492
2020-07-30,318.15,342.4,314.52,335.31,11827689045
2020-07-29,317.52,325.85,312.66,318.16,10878845706
2020-07-28,322.41,327.34,306.29,317.59,12357108065
2020-07-27,311.43,334.34,311.38,322.24,15644257058
2020-07-26,305.55,319.86,300.21,311.35,12003973026
2020-07-25,279.66,310,279.62,305.66,10785021813
2020-07-24,275.56,287.8,268.39,279.59,9466060358
2020-07-23,264.28,282.6,260.1,275.68,10281309262
2020-07-22,245.64,269.49,241.62,264.28,7702077383
2020-07-21,236.12,247.18,235.77,245.65,6806696015
2020-07-20,239.26,239.8,233.85,236.1,5600686192
2020-07-19,235.69,240,233.28,239.17,6251377305
2020-07-18,232.59,236.97,232.24,235.72,5397402117
2020-07-17,233.47,234.55,230.87,232.63,5859850529
2020-07-16,238.35,239.16,229.77,233.41,5832057567
2020-07-15,240.4,241.44,236.36,238.33,6189328448
2020-07-14,239.25,242.01,236.66,240.43,7357458555
2020-07-13,242.81,245.37,236.97,239.44,7787751468
2020-07-12,239.18,243.9,236.51,242.81,6596394718
2020-07-11,241.26,241.58,237.43,239.17,5643067316
2020-07-10,242,242.12,235.56,241.2,7281370522
2020-07-09,247.11,247.67,237.04,242,8429099199
2020-07-08,239.37,249,237.91,247.14,9892586411
2020-07-07,241.71,243.82,234.55,239.37,6441497597
2020-07-06,227.62,241.99,227.08,241.65,8782917553
2020-07-05,229.34,229.93,223.5,227.67,5292172429
2020-07-04,224.98,231.04,224.5,229.34,5228310135
2020-07-03,226.43,228.26,224.31,225.06,5109032700
2020-07-02,231.15,232.15,222.78,226.48,6212210566
2020-07-01,225.5,232.77,224.11,231.03,6463737443
2020-06-30,227.81,228.69,222.93,225.48,6094093001
2020-06-29,224.94,229.98,220.98,227.81,6726164653
2020-06-28,220.74,227.93,217.35,224.76,6205925718
2020-06-27,229.45,231.1,215.16,220.76,6918380955
2020-06-26,231.94,233.25,227.3,229.44,7187490226
2020-06-25,234.44,235.24,227.05,231.97,7010426122
2020-06-24,243.08,249.04,230.66,234.44,8815030025
2020-06-23,243.24,244.8,240.73,243.12,6624530348
2020-06-22,227.66,246.95,227.2,243.23,9079586552
2020-06-21,228.8,231.29,226.86,227.68,5600408178
2020-06-20,228.67,230.67,225.5,228.8,6252830566
2020-06-19,231.05,231.9,226.43,228.66,6946372590
2020-06-18,233.69,234.5,227.37,231.05,6713800872
2020-06-17,235.35,237,227.5,233.71,7701391592
2020-06-16,230.96,236.02,228.78,235.34,7965648016
2020-06-15,231.34,234,217.79,230.98,10536099884
2020-06-14,238.18,238.59,229.75,231.34,7439385176
2020-06-13,237.57,238.8,234.11,238.17,7141624980
2020-06-12,230.14,239.54,227.84,237.53,8868955009
2020-06-11,248.27,250.26,225.2,230.15,12356528860
2020-06-10,244.04,250.56,242.13,248.16,8792990206
2020-06-09,246.55,249.99,238.91,244.03,8446545788
2020-06-08,244.79,247.97,240.82,246.55,8076783299
2020-06-07,241.92,245.45,234.48,244.81,9544883157
2020-06-06,240.04,244.52,237.67,241.92,8114873845
2020-06-05,243.18,247.9,238.65,240.04,9293963914
2020-06-04,244.59,246.73,236.17,243.18,10170414304
2020-06-03,237.7,245.39,233.28,244.6,9861760817
2020-06-02,248.42,253.6,225.6,237.71,13782107567
2020-06-01,231.43,251.46,230.59,248.41,13951727936
2020-05-31,243.85,245.46,229.46,231.54,12234904813
2020-05-30,220.55,247.36,218.33,243.84,15027397867
2020-05-29,220.345,224.8,217.535,220.62,12265816557
2020-05-28,208.41,220.675,204.5,220.415,12212469604
2020-05-27,200.87,208.48,200.76,208.41,10631034756
2020-05-26,204.13,205.03,196.65,200.91,10159741290
2020-05-25,199.63,205.71,198.01,204.06,10415044124
2020-05-24,206.61,210.67,199.3,199.63,11833299572
2020-05-23,207.3,211.3,204.56,206.66,10665476768
2020-05-22,198.61,209.28,196.12,207.32,12041592114
2020-05-21,209.95,211.52,191.27,198.62,13308321229
2020-05-20,214.8,215.5,205.1,209.96,12730175511
2020-05-19,214.97,215.84,209.22,214.71,14346192779
2020-05-18,207.05,216.99,206.99,214.97,17411566928
2020-05-17,200.5,210,199.1,207.05,15470397303
2020-05-16,194.66,203.36,193.24,200.53,15379081645
2020-05-15,203.4,204.3,191.35,194.7,16602342092
2020-05-14,199.92,206.25,195.7,203.4,20150524861
2020-05-13,189.93,201.59,188.36,199.92,17054662289
2020-05-12,185.93,192.89,185.79,190.1,15899726284
2020-05-11,187.65,193.77,176.43,185.93,20054601647
2020-05-10,210.06,210.06,180.01,187.73,25211575193
2020-05-09,211.65,214.79,208.27,210,18950547549
2020-05-08,212.5,217,207.2,211.59,20445139356
2020-05-07,199.1,215.99,196.82,212.47,23594744655
2020-05-06,205.5,211.21,198.18,199.26,20343543799
2020-05-05,207.02,212.17,201.33,205.43,19004689099
2020-05-04,210.24,210.96,195.17,206.86,22602446422
2020-05-03,214.25,219.48,205.28,210.24,20469034664
2020-05-02,212.08,215.59,210.57,214.25,18260876092
2020-05-01,206.22,217.58,206.18,212.09,20816320834
2020-04-30,215.74,227.5,202.3,206.23,28089191904
2020-04-29,196.64,219.59,196.64,215.66,26397548759
2020-04-28,196.88,197.95,192.5,196.67,18217507467
2020-04-27,197.8,199.41,189.6,196.78,18670194595
2020-04-26,194.42,200,192.54,197.83,18335367012
2020-04-25,187.92,198.2,185.97,194.42,18260969748
2020-04-24,185.65,189.91,184.97,187.84,16788555028
2020-04-23,183.1,194.86,178.44,185.66,21275740032
2020-04-22,171.05,184.41,170.02,183.11,17994666395
2020-04-21,170.39,174.93,168.44,171.07,16458767984
2020-04-20,180.28,186.67,166.4,170.5,21266681335
2020-04-19,187.85,189.92,176.53,180.39,19146038381
2020-04-18,170.85,191.22,170.69,187.88,20160323443
2020-04-17,172.58,175.1,168.5,170.89,16714684266
2020-04-16,152.76,175.2,148.08,172.55,22910469236
2020-04-15,158.68,161.5,152.17,152.77,14171753737
2020-04-14,156.76,163,155.56,158.65,14723156630
2020-04-13,158.82,159.44,149.7,156.76,16465282133
2020-04-12,158.68,165.45,155.31,158.87,15123721386
2020-04-11,158.1,161.5,154.2,158.55,13555089447
2020-04-10,169.71,170.39,152.3,158.1,17980944616
2020-04-09,173.43,173.55,165.32,169.75,14901696210
2020-04-08,164.54,174.77,163.49,173.36,17063110836
2020-04-07,171.56,176.82,161.47,164.57,21659346091
2020-04-06,142.79,172.19,142.79,171.5,21636382525
2020-04-05,144.49,145.98,140.81,142.79,11280993591
2020-04-04,141.48,146.69,139.04,144.48,11946658257
2020-04-03,141.48,146.81,138,141.54,13184603402
2020-04-02,136.14,150.5,135.5,141.53,15322861686
2020-04-01,133.08,137.4,128.6,136.14,12456564435
2020-03-31,132.3,135.35,130.45,133.08,11065246317
2020-03-30,124.43,135.48,124.05,132.32,11841123306
2020-03-29,131.36,132.18,123.72,124.35,9938133669
2020-03-28,131.56,133.8,125.01,131.35,12162403960
2020-03-27,139,142.5,130,131.56,11396286629
2020-03-26,136.35,140.36,133.52,139,11367261176
2020-03-25,138.95,142.79,132.5,136.26,13433092920
2020-03-24,137,144.16,133.04,139,14609068673
2020-03-23,122.31,138,119.2,137,14149877968
2020-03-22,132.79,137.38,120.9,122.42,12497707224
2020-03-21,133.35,137.64,125.84,132.79,13684083308
2020-03-20,136.65,154,115.51,133.27,18960388062
2020-03-19,118.59,144.44,115.72,136.68,16396753275
2020-03-18,116.06,118.88,110.18,118.6,11617854009
2020-03-17,111.36,121.49,109.66,116.09,12087490572
2020-03-16,123.33,123.75,100.5,111.38,15984904590
2020-03-15,122.11,134.1,119.84,123.3,12719251813
2020-03-14,135.44,135.9,120.71,122.17,12740784545
2020-03-13,110.3,148,90,135.51,27864623061
2020-03-12,194.62,195.64,101.22,110.3,22134741655
2020-03-11,200.63,202.98,181,194.61,16984790291
2020-03-10,202.76,206.28,195.17,200.5,18344930072
2020-03-09,199.51,208.65,189.85,202.77,23645428606
2020-03-08,237.75,237.75,196,199.46,21381823651
2020-03-07,245.53,253.01,236.67,237.75,19431652027
2020-03-06,228.6,245.84,227.77,245.56,19374772256
2020-03-05,224.49,234.47,224.49,228.64,18201291785
2020-03-04,223.72,228.83,220.39,224.56,16567075208
2020-03-03,232.12,232.92,220,223.75,19853178572
2020-03-02,217.34,234.5,215.75,232.12,20305587789
2020-03-01,217.36,227.99,211.5,217.26,18179807469
2020-02-29,227.13,233.32,216.83,217.31,18181296376
2020-02-28,227.6,234.9,213.63,227.37,22563530559
2020-02-27,223.78,239,209.26,227.63,25645522790
2020-02-26,246.28,250.84,215.33,223.5,26235617201
2020-02-25,265.53,266.24,244.44,246.5,21878882134
2020-02-24,275.48,278.13,256.06,265.31,22400845640
2020-02-23,261.94,276.62,261.53,275.48,19585998814
2020-02-22,265.79,267.04,256.3,262.08,16906032862
2020-02-21,257.2,268.71,254.1,265.8,20867593292
2020-02-20,258.51,264.26,245.25,257.4,23229828870
2020-02-19,283.34,287.13,250,258.66,22679414413
2020-02-18,268.2,286.87,259.24,283.31,26511477187
2020-02-17,258.58,269,242.36,268.03,26024080089
2020-02-16,264.83,274,236.37,258.5,25152366643
2020-02-15,285.95,290,261.35,264.92,23682452994
2020-02-14,268.37,287.98,260.13,286.27,23558253463
2020-02-13,266.63,278.01,253.75,268.42,25801317504
2020-02-12,237.99,276.15,237.95,266.49,24545049386
2020-02-11,222.86,239.92,217.83,237.98,16964695963
2020-02-10,228.8,229.6,216.31,222.85,16210008511
2020-02-09,223.36,230.9,223.16,228.8,15031356241
2020-02-08,223.22,228.4,213.24,223.37,16741203125
2020-02-07,212.94,224.78,212.94,223.22,16673443564
2020-02-06,204.01,216.49,200.54,212.95,16425589683
2020-02-05,188.25,207.93,186.89,204,14865434435
2020-02-04,189.41,191.37,184.29,188.24,11714191695
2020-02-03,188.22,195.21,186.25,189.42,12392875241
2020-02-02,183.49,193.52,178.98,188.29,14054425389
2020-02-01,179.72,184.2,179,183.5,11569697182
2020-01-31,184.52,185.68,175,179.74,11728616394
2020-01-30,173.41,186.89,170,184.55,12604789338
2020-01-29,175.91,178.31,173.13,173.45,10725267311
2020-01-28,169.78,176.5,169.78,175.99,11772875064
2020-01-27,167.58,171.7,164.89,169.77,11004476145
2020-01-26,160,167.59,159.09,167.35,9261861590
2020-01-25,162.31,162.41,157.4,160.12,8256956802
2020-01-24,162.49,164.21,154.48,162.3,10657671162
2020-01-23,167.73,167.79,158.44,162.4,10396868698
2020-01-22,169.29,171.05,165.65,167.68,9209827928
2020-01-21,166.66,170,164.28,169.19,9789369362
2020-01-20,166.67,169.3,161.1,166.68,11144529787
2020-01-19,174.05,178,161.7,166.75,13713374132
2020-01-18,169.54,179.32,164.92,174.06,14929342256
2020-01-17,164,174.52,162.01,169.59,14997091826
2020-01-16,166.27,167.28,158.17,163.93,13735193018
2020-01-15,165.74,172.18,159.13,166.29,15173694057
2020-01-14,143.5,170.83,143.45,165.76,16712318373
2020-01-13,146.55,147,142.1,143.51,8378529470
2020-01-12,142.51,146.6,141.83,146.6,8528167453
2020-01-11,144.89,148,142,142.63,9332208590
2020-01-10,137.72,145.81,135.26,144.72,9084816203
2020-01-09,140.64,141.38,135.12,137.71,7697325348
2020-01-08,143.08,148,137.03,140.6,9387194957
2020-01-07,144.2,145.25,138.79,143.08,9257954672
2020-01-06,135.31,144.51,134.78,144.19,9093747121
2020-01-05,134.14,138.97,134.14,135.31,7526675353
2020-01-04,134.17,135.75,132.5,134.14,7430904515
2020-01-03,126.81,134.93,125.52,134.17,10476845358
2020-01-02,130.14,130.18,125.83,126.81,8032709256
2020-01-01,128.54,132.68,128.12,130.19,7935230330
2021-12-31,3710.01,3815.04,3619.78,3675.8,14157285268
2021-12-30,3630.18,3769.99,3585.85,3710.02,12925377999
2021-12-29,3793.66,3828.18,3603,3630.59,15722555672
2021-12-28,4038.18,4038.68,3760.01,3793.67,17299472803
2021-12-27,4066.14,4128.9,4027.56,4038.64,11424360002
2021-12-26,4098.67,4106.5,4008.01,4065.91,11197244172
2021-12-25,4049.81,4143.13,4021.31,4097.43,10894785525
2021-12-24,4113.64,4138.71,4005,4049.65,12769090623
2021-12-23,3980.82,4157.82,3895.7,4113.08,18007273742
2021-12-22,4017.35,4075,3933.74,3981.12,13921756199
2021-12-21,3946.59,4063.89,3908.13,4017.11,16388555198
2021-12-20,3925.78,3984.08,3754.8,3946.16,21589690675
2021-12-19,3961.93,4039.73,3886.03,3925.79,16167785597
2021-12-18,3876.37,3999,3768.14,3961.92,19530895889
2021-12-17,3957.12,3994.81,3699,3876.02,23143541098
2021-12-16,4021.41,4116.39,3952.81,3957.28,19825531254
2021-12-15,3860.72,4097,3643.43,4021.53,26411188833
2021-12-14,3784,3884.08,3686.49,3860.74,23836759957
2021-12-13,4132.91,4146.1,3660,3783.81,23999841386
2021-12-12,4091.17,4186.16,3989.41,4132.92,14057603914
2021-12-11,3899.97,4099.87,3835,4091.18,19131502454
2021-12-10,4105.99,4232.38,3889.42,3900.91,28014595631
2021-12-09,4440.94,4490.72,4076.15,4106.06,22296131874
2021-12-08,4310.21,4456.36,4226.88,4440.51,18704315119
2021-12-07,4354.09,4433.99,4260,4310.19,22366213354
2021-12-06,4203.22,4380.8,3913,4354.22,28229518513
2021-12-05,4123.13,4257,4038.13,4203.22,25533062707
2021-12-04,4216.3,4240,3575,4123.13,38478999182
2021-12-03,4514.54,4662.75,4035,4216.93,25879591528
2021-12-02,4586.87,4637.39,4435,4514.59,21502671027
2021-12-01,4636.43,4784.5,4526.94,4586.95,27634826695
2021-11-30,4449.42,4759,4350.91,4634.95,28626354111
2021-11-29,4298.38,4466,4282.07,4449.42,19086475837
2021-11-28,4098.53,4303.35,3950,4298.38,15953126340
2021-11-27,4043.62,4186.97,4031.56,4098.31,16515693874
2021-11-26,4527.03,4555.53,3915,4043.67,26281795488
2021-11-25,4270.93,4555.11,4250,4525.87,18705358318
2021-11-24,4341.58,4359.88,4168.99,4270.74,21838037128
2021-11-23,4089.17,4389.95,4062.28,4341.62,22133497059
2021-11-22,4263.04,4322.86,4024.45,4089.16,19752218877
2021-11-21,4416.36,4427.72,4246.07,4262.99,14094831413
2021-11-20,4299.55,4438.96,4206.03,4416.69,15448261277
2021-11-19,3998.57,4314.82,3975.24,4299.55,20626269711
2021-11-18,4289.4,4346.42,3960,3997.93,21383250893
2021-11-17,4209.89,4300.01,4068.24,4289.4,22183461850
2021-11-16,4564.34,4564.98,4108,4209.5,27417502801
2021-11-15,4626.61,4770,4541,4565.06,16275851299
2021-11-14,4644.43,4695.07,4516.05,4627.03,12172962219
2021-11-13,4667.79,4708.6,4586.8,4644.44,14457436261
2021-11-12,4721.07,4809.27,4508.42,4667.34,18316060208
2021-11-11,4632.23,4783.05,4578.05,4721.87,17933201129
2021-11-10,4731.58,4867.81,4460,4632.22,22748160545
2021-11-09,4811.89,4842.54,4697.9,4731.59,20834172627
2021-11-08,4617.27,4825,4616.5,4811.9,19290896267
2021-11-07,4523.73,4639.8,4506.99,4617.02,13541376033
2021-11-06,4479.47,4534.43,4329.21,4523.16,14429076700
2021-11-05,4537.14,4574,4446.01,4479.47,15086003586
2021-11-04,4606.07,4610.24,4423.01,4537.15,18415244464
2021-11-03,4594.27,4671,4456,4606.07,21220463155
2021-11-02,4322.89,4604.99,4287.32,4595.01,20794448222
2021-11-01,4290.31,4385.16,4151,4322.89,17985288261
2021-10-31,4325.55,4395.99,4168.1,4290.16,17498160238
2021-10-30,4421.23,4435,4236.99,4324.67,14615490626
2021-10-29,4288.25,4461.96,4266.91,4421.23,22967641914
2021-10-28,3925.26,4299,3889.05,4288.26,25958154575
2021-10-27,4132.19,4314.63,3911,3923.94,26219530404
2021-10-26,4221.16,4297,4091.31,4131.47,17157714562
2021-10-25,4082.09,4236.27,4069.22,4220.93,15995727040
2021-10-24,4168.53,4188.42,3962.05,4082.64,14978083638
2021-10-23,3971.89,4172.04,3935.92,4168.56,14781537792
2021-10-22,4053.97,4169.72,3885.25,3971.55,19432937968
2021-10-21,4161.83,4374.95,4010.22,4053.9,28220661820
2021-10-20,3878.35,4169,3829.59,4161.94,20338319988
2021-10-19,3745.13,3890.36,3700,3878.17,15998757133
2021-10-18,3847.38,3894.7,3676.35,3745.48,17386204158
2021-10-17,3829.7,3919,3643,3847.18,15908090346
2021-10-16,3869.73,3968.49,3802,3829.66,16578095629
2021-10-15,3791.06,3900,3734.44,3869.73,20966841512
2021-10-14,3608.43,3828.84,3588.55,3791.66,19443499909
2021-10-13,3490.17,3614.48,3412.45,3608.21,16211275589
2021-10-12,3542.2,3549,3403.51,3490.61,18109578443
2021-10-11,3414.75,3625,3373.45,3542.37,18579189588
2021-10-10,3575.2,3605.49,3406.44,3415,16171746693
2021-10-09,3563.96,3634.13,3538.61,3575.83,12707036942
2021-10-08,3588.83,3670,3535,3563.96,16222029488
2021-10-07,3576.45,3655.02,3471.52,3588.51,19090322927
2021-10-06,3517.26,3632.44,3342.16,3575.85,21855226591
2021-10-05,3386.9,3547.88,3365.34,3515.3,16632591670
2021-10-04,3419.63,3438.91,3269.67,3387.2,17747154101
2021-10-03,3388.67,3489.18,3343.36,3420.07,15516566862
2021-10-02,3311.2,3469.95,3258.94,3387.82,19202671704
2021-10-01,3001.14,3337.15,2967.41,3311.16,22307625573
2021-09-30,2849.71,3048.58,2836.21,3000.46,17661065099
2021-09-29,2805.64,2950.6,2781.99,2850.14,15763456158
2021-09-28,2926.27,2971.16,2782.6,2805.65,16895079070
2021-09-27,3059.92,3168.03,2925,2925.27,19164053681
2021-09-26,2923.91,3117.48,2741.34,3060.71,21172766310
2021-09-25,2930.59,2968.85,2800.01,2924.01,18932786754
2021-09-24,3154.42,3160.48,2735,2930.61,25595422789
2021-09-23,3078.42,3182.34,3035.83,3154.62,18516291047
2021-09-22,2765.33,3090.83,2738.24,3078.43,23742102645
2021-09-21,2976.36,3104.82,2651,2765.69,30405062665
2021-09-20,3328.7,3346.58,2911.81,2976.48,27371684581
2021-09-19,3436.59,3457.22,3278,3328.59,14257609743
2021-09-18,3400,3543,3369.53,3436.31,15995220233
2021-09-17,3568.77,3595,3350.06,3400,17722363229
2021-09-16,3615.68,3675.92,3482.97,3568.66,20093903064
2021-09-15,3436.29,3621.15,3359.96,3615.65,17548551804
2021-09-14,3285.66,3439.15,3270.74,3436.29,19125420848
2021-09-13,3403.81,3430,3111.14,3286.2,22721552948
2021-09-12,3266.97,3472.99,3231.75,3403.75,16810411424
2021-09-11,3209.29,3349.43,3199.88,3266.77,18627122934
2021-09-10,3424.32,3514.37,3142.67,3209.82,22355974097
2021-09-09,3499.54,3568.59,3393.17,3424.95,24118055831
2021-09-08,3436.75,3562.98,3216,3500.34,31738430771
2021-09-07,3928.72,3948,3009,3436.96,39131346397
2021-09-06,3951.68,3973.27,3868,3928.89,18674691198
2021-09-05,3887.58,3982.64,3835.7,3952.17,18371468576
2021-09-04,3940.06,3970,3834.57,3887.53,20806963328
2021-09-03,3788.2,4030.35,3710.59,3940.06,26207765094
2021-09-02,3829.29,3838.28,3722.65,3787.97,24387397330
2021-09-01,3430,3843.12,3384.24,3829.39,30070890104
2021-08-31,3229.02,3486.8,3190.56,3430.23,27280502987
2021-08-30,3226.45,3349,3145.45,3229.01,19306924485
2021-08-29,3247.99,3287.73,3153.75,3226.46,13296586731
